8.399999999999999689e-01 -1.600000000000000089e+00 -4.042469999999999786e+00
8.665620000000000545e-01 -1.600000000000000089e+00 -3.918550000000000200e+00
8.931249999999999467e-01 -1.600000000000000089e+00 -3.802010000000000112e+00
9.196879999999999500e-01 -1.600000000000000089e+00 -3.692200000000000149e+00
9.462500000000000355e-01 -1.600000000000000089e+00 -3.588560000000000194e+00
9.728120000000000100e-01 -1.600000000000000089e+00 -3.490569999999999951e+00
9.993750000000000133e-01 -1.600000000000000089e+00 -3.397790000000000088e+00
1.025940000000000074e+00 -1.600000000000000089e+00 -3.309950000000000170e+00
1.052499999999999991e+00 -1.600000000000000089e+00 -3.226519999999999833e+00
1.079059999999999908e+00 -1.600000000000000089e+00 -3.147089999999999943e+00
1.105620000000000047e+00 -1.600000000000000089e+00 -3.071520000000000028e+00
1.132190000000000030e+00 -1.600000000000000089e+00 -2.999519999999999964e+00
1.158749999999999947e+00 -1.600000000000000089e+00 -2.930919999999999970e+00
1.185310000000000086e+00 -1.600000000000000089e+00 -2.865400000000000169e+00
1.211870000000000003e+00 -1.600000000000000089e+00 -2.802579999999999849e+00
1.238439999999999985e+00 -1.600000000000000089e+00 -2.742659999999999876e+00
1.264999999999999902e+00 -1.600000000000000089e+00 -2.685130000000000017e+00
1.291560000000000041e+00 -1.600000000000000089e+00 -2.629760000000000097e+00
1.318130000000000024e+00 -1.600000000000000089e+00 -2.576830000000000176e+00
1.344689999999999941e+00 -1.600000000000000089e+00 -2.525790000000000202e+00
1.371250000000000080e+00 -1.600000000000000089e+00 -2.476659999999999862e+00
1.397809999999999997e+00 -1.600000000000000089e+00 -2.429510000000000058e+00
1.424379999999999979e+00 -1.600000000000000089e+00 -2.384160000000000057e+00
1.450939999999999896e+00 -1.600000000000000089e+00 -2.340489999999999959e+00
1.477500000000000036e+00 -1.600000000000000089e+00 -2.298389999999999933e+00
1.504059999999999953e+00 -1.600000000000000089e+00 -2.257779999999999898e+00
1.530620000000000092e+00 -1.600000000000000089e+00 -2.218589999999999840e+00
1.557190000000000074e+00 -1.600000000000000089e+00 -2.180750000000000188e+00
1.583749999999999991e+00 -1.600000000000000089e+00 -2.144179999999999975e+00
1.610309999999999908e+00 -1.600000000000000089e+00 -2.108820000000000139e+00
1.636870000000000047e+00 -1.600000000000000089e+00 -2.074609999999999843e+00
1.663440000000000030e+00 -1.600000000000000089e+00 -2.041469999999999896e+00
1.689999999999999947e+00 -1.600000000000000089e+00 -2.009370000000000100e+00
1.716560000000000086e+00 -1.600000000000000089e+00 -1.978239999999999998e+00
1.743120000000000003e+00 -1.600000000000000089e+00 -1.948039999999999994e+00
1.769689999999999985e+00 -1.600000000000000089e+00 -1.918800000000000061e+00
1.796249999999999902e+00 -1.600000000000000089e+00 -1.890419999999999989e+00
1.822810000000000041e+00 -1.600000000000000089e+00 -1.862870000000000026e+00
1.849380000000000024e+00 -1.600000000000000089e+00 -1.836119999999999974e+00
1.875939999999999941e+00 -1.600000000000000089e+00 -1.810119999999999951e+00
1.902500000000000080e+00 -1.600000000000000089e+00 -1.784850000000000048e+00
1.929059999999999997e+00 -1.600000000000000089e+00 -1.760270000000000001e+00
1.955629999999999979e+00 -1.600000000000000089e+00 -1.736359999999999904e+00
1.982189999999999896e+00 -1.600000000000000089e+00 -1.713090000000000002e+00
2.008750000000000036e+00 -1.600000000000000089e+00 -1.690439999999999943e+00
2.035309999999999953e+00 -1.600000000000000089e+00 -1.668379999999999974e+00
2.061879999999999935e+00 -1.600000000000000089e+00 -1.646879999999999900e+00
2.088439999999999852e+00 -1.600000000000000089e+00 -1.625939999999999941e+00
